,index,RA,e_RA_ICRS,DEC,e_DE_ICRS,MainID,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Dup,FG,e_FG,Gmag,e_Gmag,FBP,e_FBP,BPmag,e_BPmag,FRP,e_FRP,RPmag,e_RPmag,BP-RP,RV,e_RV,Teff,AG,E_BP-RP_,Rad,Lum,in_field,Weight,mask
142,400,150.1509087,0.2338,-54.77183597,0.2678,5.26018e+18,-0.5565,0.3077,-3.285,0.524,3.148,0.497,0,1451.3,2.2247,17.784,0.0017,598.36,7.5245,18.409,0.0137,1426.5,9.038,16.8763,0.0069,1.5327,,,,,,,,IN,3,3
144,437,150.1749587,0.1686,-54.77322825,0.141,5.26018e+18,-0.1865,0.1817,-4.514,0.34,2.403,0.249,0,1189.6,1.8904,17.9998,0.0017,541.8,12.271,18.5168,0.0246,1394.4,27.204,16.9009,0.0212,1.6159,,,,,,,,IN,3,3
148,366,150.1492071,0.1145,-54.77572227,0.1133,5.26018e+18,0.304,0.1382,-4.298,0.246,2.448,0.247,0,1060.4,1.4783,18.1247,0.0015,504.03,7.1251,18.5952,0.0153,947.38,7.6058,17.3206,0.0087,1.2746,,,,,,,,IN,3,3
152,425,150.1592189,0.0851,-54.77635864,0.0844,5.26018e+18,0.1361,0.1019,-4.618,0.176,2.85,0.16,0,1538.3,1.7849,17.7208,0.0013,659.23,10.346,18.3038,0.017,1358.8,8.9895,16.9291,0.0072,1.3747,,,,,,,,IN,3,3
155,350,150.1351681,0.0839,-54.77853209,0.0851,5.26018e+18,-0.0383,0.0999,-5.987,0.174,3.836,0.164,0,1861.5,2.049,17.5137,0.0012,767.98,20.517,18.138,0.029,2152.1,31.911,16.4298,0.0161,1.7082,,,,,,,,IN,3,3
157,339,150.1484674,0.1143,-54.7810232,0.1127,5.26018e+18,0.1896,0.1351,-3.434,0.235,3.02,0.229,0,1534.2,2.2532,17.7236,0.0016,591.14,7.8504,18.4222,0.0144,1664.4,10.987,16.7087,0.0072,1.7134,,,,,,,,IN,3,3
163,330,150.1428424,0.1223,-54.78560896,0.1185,5.26018e+18,-0.0615,0.146,-4.093,0.256,2.345,0.227,0,1166.9,2.0582,18.0208,0.0019,411.4,16.421,18.8157,0.0433,1712.2,24.597,16.6781,0.0156,2.1377,,,,,,,,IN,3,3
166,225,150.1772183,0.1114,-54.78639915,0.114,5.26018e+18,0.2789,0.1324,-3.863,0.236,3.22,0.228,0,1133.8,1.4496,18.052,0.0014,507.45,10.091,18.5879,0.0216,1055.3,12.015,17.2035,0.0124,1.3844,,,,,,,,IN,3,3
173,183,150.1710864,0.1013,-54.78951241,0.1069,5.26018e+18,0.9771,0.1215,-3.583,0.213,2.134,0.225,0,1866.8,2.3521,17.5106,0.0014,955.98,14.856,17.9003,0.0169,1862.4,19.95,16.5867,0.0116,1.3135,,,,,,,,IN,3,3
180,242,150.1847983,0.0978,-54.79142928,0.0877,5.26018e+18,0.0335,0.108,-6.921,0.204,3.536,0.17,0,1875.8,2.0737,17.5054,0.0012,830.32,8.4004,18.0533,0.011,1807.2,11.395,16.6194,0.0068,1.4339,,,,,,,,IN,3,3
183,270,150.181089,0.0843,-54.79359918,0.0868,5.26018e+18,0.2287,0.1044,-4.101,0.175,2.615,0.161,0,1604.5,1.8877,17.675,0.0013,740.06,6.7819,18.1782,0.0099,1361.2,8.6464,16.9271,0.0069,1.2511,,,,,,,,IN,3,3
185,161,150.1902,0.1065,-54.79451397,0.1,5.26018e+18,0.1299,0.1227,-4.51,0.217,2.6,0.189,0,1135.5,1.4726,18.0504,0.0014,479.9,7.4295,18.6485,0.0168,1002.4,8.6378,17.2593,0.0094,1.3892,,,,,,,,IN,3,3
187,144,150.1746387,0.1106,-54.79657013,0.1054,5.26018e+18,0.1628,0.1313,-4.014,0.225,2.622,0.203,0,1496.4,1.8008,17.7507,0.0013,700.11,10.284,18.2385,0.0159,1383.7,9.2188,16.9093,0.0072,1.3291,,,,,,,,IN,3,3
201,81,150.1379371,0.5303,-54.80803778,0.5178,5.26018e+18,-0.4941,0.6244,-5.901,1.133,1.156,1.015,0,1101.8,3.7379,18.0831,0.0037,486.06,9.8095,18.6347,0.0219,1095.7,11.122,17.1627,0.011,1.472,,,,,,,,IN,3,3
207,22,150.1797349,0.0873,-54.81256244,0.0781,5.26018e+18,0.6111,0.1043,-9.287,0.169,11.82,0.144,0,1836.6,1.9815,17.5283,0.0012,821.4,12.738,18.065,0.0168,1571.2,11.273,16.7714,0.0078,1.2937,,,,,,,,IN,3,3
217,427,150.1699382,0.152,-54.77156569,0.1497,5.26018e+18,-0.1824,0.1814,-4.064,0.321,2.588,0.287,0,770.95,1.359,18.4708,0.0019,324.06,9.5704,19.0748,0.0321,785.58,14.35,17.5239,0.0198,1.5509,,,,,,,,IN,4,-1
218,273,150.1987833,0.1897,-54.7721649,0.1911,5.26018e+18,0.1422,0.1885,-4.777,0.459,5.377,0.416,0,933.17,2.4946,18.2635,0.0029,,,,,,,,,,,,,,,,,IN,4,-1
221,432,150.1634868,0.1649,-54.77278618,0.1632,5.26018e+18,0.4092,0.201,-2.594,0.356,2.083,0.322,0,697.8,1.2681,18.579,0.002,193.46,5.5514,19.6349,0.0312,860.4,8.9943,17.4252,0.0113,2.2097,,,,,,,,IN,4,4
222,334,150.1420993,0.1566,-54.77563456,0.1673,5.26018e+18,0.4126,0.1891,-5.896,0.327,1.375,0.325,0,709.59,1.3991,18.5608,0.0021,286.19,8.8113,19.2098,0.0334,691.99,8.9121,17.6617,0.014,1.5481,,,,,,,,IN,4,-1
223,373,150.1437686,0.1792,-54.77571085,0.1539,5.26018e+18,0.4596,0.2064,-4.815,0.363,3.32,0.321,0,891.64,1.6362,18.3129,0.002,,,,,,,,,,,,,,,,,IN,4,-1
225,296,150.2062233,0.1532,-54.77829068,0.1527,5.26018e+18,0.192,0.1713,-3.341,0.31,1.387,0.299,0,910.53,1.3964,18.2901,0.0017,154.46,7.5959,19.8793,0.0534,1282.9,8.6654,16.9914,0.0073,2.8879,,,,,,,,IN,4,4
226,261,150.1763047,0.1428,-54.77837247,0.1723,5.26018e+18,0.2035,0.1827,-1.938,0.375,1.431,0.467,0,859.04,2.7851,18.3533,0.0035,,,,,,,,,,,,,,,,,IN,4,-1
227,361,150.1377125,0.203,-54.77844575,0.2122,5.26018e+18,-0.3015,0.2267,-5.686,0.442,0.852,0.426,0,738.7,2.4766,18.5172,0.0036,520.05,29.594,18.5613,0.0618,896.38,21.425,17.3807,0.026,1.1806,,,,,,,,IN,4,-1
230,412,150.1585073,0.1126,-54.78071429,0.1172,5.26018e+18,-0.038,0.1408,-4.024,0.234,2.69,0.211,0,1011.0,1.325,18.1765,0.0014,493.22,18.606,18.6188,0.041,940.7,18.066,17.3283,0.0209,1.2905,,,,,,,,IN,4,-1
231,256,150.1781842,0.1357,-54.7810057,0.1285,5.26018e+18,0.2687,0.1583,-4.278,0.291,3.107,0.259,0,815.0,1.3736,18.4105,0.0018,366.97,9.3704,18.9398,0.0277,854.91,8.7478,17.4321,0.0111,1.5077,,,,,,,,IN,4,-1
232,358,150.1459851,0.1214,-54.78161046,0.1254,5.26018e+18,0.0543,0.1378,-4.48,0.243,2.507,0.247,0,987.65,1.4603,18.2019,0.0016,435.43,12.984,18.7541,0.0324,876.89,14.886,17.4046,0.0184,1.3495,,,,,,,,IN,4,-1
233,351,150.1413469,0.1687,-54.78166987,0.1721,5.26018e+18,-0.175,0.1999,-4.282,0.372,2.608,0.361,0,694.52,1.2842,18.5841,0.002,338.06,17.033,19.0289,0.0547,663.51,13.806,17.7073,0.0226,1.3216,,,,,,,,IN,4,-1
234,382,150.1604352,0.2232,-54.78184332,0.2364,5.26018e+18,-0.9256,0.2835,-3.789,0.506,2.603,0.435,0,898.29,2.006,18.3048,0.0024,588.68,13.893,18.4267,0.0256,1360.4,15.147,16.9278,0.0121,1.4989,,,,,,,,IN,4,-1
235,415,150.1620475,0.1426,-54.78225639,0.1377,5.26018e+18,0.1575,0.166,-3.527,0.285,3.113,0.256,0,825.25,1.3771,18.3969,0.0018,380.9,9.9671,18.8993,0.0284,749.28,8.1957,17.5753,0.0119,1.324,,,,,,,,IN,4,4
236,376,150.1552674,0.1448,-54.78230322,0.137,5.26018e+18,0.8929,0.1681,-4.618,0.297,0.262,0.264,0,803.14,1.2659,18.4264,0.0017,275.24,11.012,19.2521,0.0434,894.4,7.956,17.3831,0.0097,1.869,,,,,,,,IN,4,-1
237,257,150.180867,0.1226,-54.78234728,0.1192,5.26018e+18,-0.3217,0.146,-4.239,0.26,3.033,0.23,0,1000.9,1.3073,18.1874,0.0014,477.55,5.0363,18.6539,0.0115,954.32,25.09,17.3127,0.0285,1.3412,,,,,,,,IN,4,-1
239,368,150.1518832,0.1337,-54.78381464,0.1309,5.26018e+18,0.1999,0.1617,-3.778,0.278,2.636,0.264,0,766.3,1.2507,18.4774,0.0018,356.14,10.771,18.9723,0.0328,760.91,12.017,17.5586,0.0171,1.4137,,,,,,,,IN,4,4
240,352,150.13985,0.146,-54.78387771,0.1599,5.26018e+18,0.1387,0.1756,-6.86,0.302,3.531,0.34,0,703.18,1.1819,18.5707,0.0018,222.94,6.7047,19.4809,0.0327,753.9,7.7347,17.5686,0.0111,1.9123,,,,,,,,IN,4,-1
242,346,150.1419051,0.1734,-54.7858707,0.1749,5.26018e+18,-0.3283,0.2031,-4.36,0.355,3.273,0.35,0,754.16,2.0151,18.4947,0.0029,415.87,6.183,18.804,0.0161,869.76,46.063,17.4134,0.0575,1.3906,,,,,,,,IN,4,-1
243,146,150.175398,0.1613,-54.78622534,0.1631,5.26018e+18,0.3128,0.1988,-2.148,0.335,4.039,0.31,0,754.07,1.4361,18.4948,0.0021,351.12,9.4136,18.9877,0.0291,884.8,13.151,17.3948,0.0161,1.5929,,,,,,,,IN,4,4
244,94,150.1283294,0.232,-54.78632787,0.2344,5.26018e+18,0.2253,0.2805,-4.256,0.517,3.254,0.485,0,960.97,2.1948,18.2316,0.0025,404.7,18.053,18.8335,0.0484,972.27,11.464,17.2925,0.0128,1.5411,,,,,,,,IN,4,-1
245,345,150.1453663,0.1561,-54.78735637,0.146,5.26018e+18,0.1598,0.188,-4.923,0.311,3.739,0.282,0,666.03,1.6146,18.6296,0.0026,255.03,7.6249,19.3349,0.0325,687.49,11.167,17.6688,0.0176,1.6662,,,,,,,,IN,4,-1
246,331,150.1437334,0.1695,-54.78748404,0.1737,5.26018e+18,0.3805,0.2219,-5.886,0.357,3.944,0.303,0,675.44,1.2837,18.6144,0.0021,216.79,7.9129,19.5113,0.0396,736.79,13.355,17.5936,0.0197,1.9177,,,,,,,,IN,4,-1
247,170,150.2025419,0.1157,-54.78753861,0.1254,5.26018e+18,0.7241,0.1437,-4.881,0.237,1.847,0.229,0,1016.6,1.4283,18.1705,0.0015,340.75,7.2143,19.0203,0.023,1043.1,10.833,17.2162,0.0113,1.8041,,,,,,,,IN,4,-1
248,147,150.1753703,0.1513,-54.78785831,0.1591,5.26018e+18,-0.1429,0.1786,-6.41,0.308,3.636,0.321,0,690.31,1.2647,18.5908,0.002,308.54,9.2141,19.1281,0.0324,920.48,13.276,17.3519,0.0157,1.7762,,,,,,,,IN,4,-1
249,194,150.171173,0.1949,-54.78882019,0.1968,5.26018e+18,0.347,0.2355,-2.508,0.418,1.841,0.399,0,680.06,1.3637,18.607,0.0022,473.37,42.867,18.6634,0.0983,1187.7,28.237,17.0752,0.0258,1.5882,,,,,,,,IN,4,4
250,235,150.1777102,0.2105,-54.78887592,0.2146,5.26018e+18,-0.016,0.2385,-3.349,0.446,2.036,0.498,0,683.41,3.0434,18.6017,0.0048,775.64,100.01,18.1272,0.14,1318.9,153.39,16.9614,0.1263,1.1659,,,,,,,,IN,4,-1
251,205,150.1706706,0.1279,-54.79043641,0.1198,5.26018e+18,0.144,0.154,-4.379,0.268,2.533,0.23,0,914.52,1.3161,18.2854,0.0016,450.17,18.657,18.718,0.045,848.97,15.702,17.4397,0.0201,1.2783,,,,,,,,IN,4,-1
252,103,150.1350595,0.134,-54.79125693,0.1289,5.26018e+18,0.1435,0.1575,-3.953,0.264,2.729,0.229,0,890.72,1.3111,18.314,0.0016,409.87,9.1345,18.8198,0.0242,873.0,11.869,17.4094,0.0148,1.4104,,,,,,,,IN,4,-1
253,156,150.1957682,0.1502,-54.79141503,0.1403,5.26018e+18,0.2873,0.1802,-4.221,0.315,3.011,0.265,0,773.39,1.2547,18.4674,0.0018,301.42,9.8448,19.1534,0.0355,763.74,7.3706,17.5546,0.0105,1.5989,,,,,,,,IN,4,-1
254,210,150.1777446,0.1728,-54.79165151,0.1909,5.26018e+18,-0.1171,0.2169,-4.451,0.365,2.635,0.393,0,808.12,1.5692,18.4197,0.0021,433.2,15.014,18.7597,0.0376,880.11,18.074,17.4006,0.0223,1.3591,,,,,,,,IN,4,4
258,343,150.1571067,0.1717,-54.79356308,0.1732,5.26018e+18,0.3675,0.2059,-5.951,0.343,3.276,0.374,0,723.33,2.0137,18.54,0.003,415.09,19.304,18.806,0.0505,1395.9,91.49,16.8998,0.0712,1.9063,,,,,,,,IN,4,4
259,228,150.1748399,0.1336,-54.793734,0.1379,5.26018e+18,0.2256,0.1621,-4.136,0.289,2.763,0.26,0,941.03,1.7928,18.2544,0.0021,552.98,20.499,18.4946,0.0402,1259.1,70.74,17.0118,0.061,1.4828,,,,,,,,IN,4,-1
261,82,150.1430713,0.1553,-54.79674729,0.1574,5.26018e+18,0.2917,0.1896,-3.819,0.308,1.961,0.273,0,764.6,1.2975,18.4798,0.0018,326.12,6.738,19.0679,0.0224,788.04,11.22,17.5206,0.0155,1.5474,,,,,,,,IN,4,-1
264,93,150.1535809,0.1609,-54.80125869,0.1516,5.26018e+18,0.2737,0.1872,-4.224,0.319,2.518,0.283,0,693.64,1.7328,18.5855,0.0027,260.1,5.8441,19.3135,0.0244,748.01,10.095,17.5772,0.0147,1.7364,,,,,,,,IN,4,4
266,237,150.2070498,0.1164,-54.80470369,0.1059,5.26018e+18,-0.1223,0.1339,-4.467,0.232,2.459,0.197,1,1030.2,1.3056,18.156,0.0014,580.02,19.328,18.4428,0.0362,1256.2,29.013,17.0142,0.0251,1.4286,,,,,,,,IN,4,4
272,7,150.2122125,0.151,-54.80807178,0.133,5.26018e+18,0.4804,0.1743,-5.046,0.29,3.656,0.24,0,724.35,1.3538,18.5385,0.002,283.65,5.9008,19.2194,0.0226,717.01,6.2186,17.6231,0.0094,1.5963,,,,,,,,IN,4,4
277,84,150.1389699,0.1631,-54.81400174,0.1534,5.26018e+18,0.3971,0.1925,-5.464,0.328,2.668,0.289,0,741.51,1.2546,18.5131,0.0018,377.71,16.101,18.9085,0.0463,810.41,11.791,17.4902,0.0158,1.4183,,,,,,,,IN,4,4
212,308,150.1948036,0.1455,-54.76707446,0.1415,5.26018e+18,0.2142,0.1571,-4.057,0.282,3.01,0.266,0,822.37,1.2547,18.4007,0.0017,292.03,5.6483,19.1878,0.021,854.29,6.6851,17.4329,0.0085,1.7549,,,,,,,,IN,4,0
215,340,150.156675,0.1314,-54.77063559,0.1283,5.26018e+18,0.3145,0.1571,-4.318,0.292,2.804,0.255,0,962.68,1.6645,18.2297,0.0019,428.0,12.009,18.7728,0.0305,868.02,12.237,17.4156,0.0153,1.3572,,,,,,,,IN,4,0
229,172,150.1737401,0.1745,-54.78066657,0.1766,5.26018e+18,0.1593,0.2084,-4.254,0.42,3.033,0.364,0,675.7,1.7725,18.614,0.0028,373.38,27.397,18.921,0.0797,709.72,4.2649,17.6342,0.0065,1.2868,,,,,,,,IN,4,0
269,164,150.1797071,0.1612,-54.80576425,0.1445,5.26018e+18,-0.1995,0.1924,-4.804,0.32,2.618,0.275,0,668.01,1.1214,18.6264,0.0018,258.96,8.2712,19.3183,0.0347,684.65,8.1274,17.6732,0.0129,1.645,,,,,,,,IN,4,0
274,136,150.1392233,0.1443,-54.81303192,0.133,5.26018e+18,0.1586,0.1699,-3.95,0.288,2.315,0.249,0,776.8,1.4365,18.4626,0.002,410.28,9.27,18.8187,0.0245,813.71,11.91,17.4858,0.0159,1.3329,,,,,,,,IN,4,0
209,444,150.1697042,0.1186,-54.7650279,0.1133,5.26018e+18,0.2228,0.1377,-4.168,0.248,2.501,0.23,0,982.29,1.4191,18.2078,0.0016,399.7,6.8076,18.8471,0.0185,892.23,12.019,17.3857,0.0146,1.4613,,,,,,,,IN,4,1
210,447,150.1734837,0.1778,-54.76565944,0.1717,5.26018e+18,-0.2826,0.2062,-3.703,0.385,4.118,0.346,0,763.48,1.7986,18.4814,0.0026,331.33,9.0885,19.0508,0.0298,999.56,15.603,17.2624,0.0169,1.7884,,,,,,,,IN,4,1
213,441,150.1535518,0.2148,-54.76953327,0.2455,5.26018e+18,0.2884,0.2634,-4.039,0.545,2.945,0.481,0,696.08,4.3373,18.5817,0.0068,,,,,,,,,,,,,,,,,IN,4,1
224,381,150.1522346,0.149,-54.7775422,0.1459,5.26018e+18,0.1034,0.1775,-3.196,0.308,2.854,0.282,0,721.69,1.522,18.5425,0.0023,373.15,8.4334,18.9217,0.0245,1072.3,11.493,17.1861,0.0116,1.7356,,,,,,,,IN,4,1
255,185,150.1712848,0.1578,-54.791872,0.1411,5.26018e+18,0.4203,0.1761,-2.804,0.34,2.991,0.313,0,758.44,1.4524,18.4886,0.0021,260.97,10.317,19.3099,0.0429,1027.9,11.425,17.232,0.0121,2.0779,,,,,,,,IN,4,1
267,238,150.2067056,0.1598,-54.80512263,0.1316,5.26018e+18,-0.047,0.1865,-4.639,0.322,2.414,0.233,0,802.82,1.2151,18.4268,0.0016,,,,,,,,,,,,,,,,,IN,4,1
273,75,150.129299,0.1646,-54.8096312,0.1632,5.26018e+18,0.317,0.1922,-4.88,0.336,3.812,0.322,0,775.22,1.2853,18.4648,0.0018,317.5,8.2159,19.097,0.0281,772.0,10.331,17.5429,0.0145,1.5542,,,,,,,,IN,4,1
275,30,150.1656045,0.1349,-54.81327116,0.1242,5.26018e+18,-0.0429,0.158,-5.423,0.269,2.885,0.23,0,958.68,1.3955,18.2342,0.0016,384.62,14.314,18.8888,0.0404,1148.8,15.536,17.1114,0.0147,1.7775,,,,,,,,IN,4,1
278,29,150.1682985,0.135,-54.81470091,0.1229,5.26018e+18,0.4721,0.1541,-7.078,0.264,6.483,0.226,0,865.28,1.2198,18.3455,0.0015,324.75,6.7338,19.0725,0.0225,849.83,9.595,17.4386,0.0123,1.6339,,,,,,,,IN,4,1
211,433,150.1487777,0.161,-54.76610166,0.1718,5.26018e+18,1.1779,0.2068,-5.719,0.344,1.72,0.306,0,684.28,1.659,18.6003,0.0026,371.68,14.421,18.926,0.0421,896.03,40.393,17.3811,0.0489,1.5448,,,,,,,,IN,4,2
214,419,150.1386099,0.1414,-54.76956906,0.1427,5.26018e+18,0.1144,0.1747,-6.986,0.296,3.971,0.284,0,715.94,1.4073,18.5512,0.0021,282.57,10.012,19.2236,0.0385,799.62,9.8525,17.5047,0.0134,1.7189,,,,,,,,IN,4,2
219,404,150.1452846,0.1284,-54.77232641,0.1379,5.26018e+18,-0.3001,0.1598,-4.818,0.268,2.672,0.277,0,914.42,1.4005,18.2855,0.0017,,,,,,,,,,,,,,,,,IN,4,2
228,104,150.1282135,0.1911,-54.77990314,0.1942,5.26018e+18,0.2038,0.2412,-7.229,0.4,1.233,0.353,0,768.6,2.0824,18.4741,0.0029,,,,,,,,,,,,,,,,,IN,4,2
238,252,150.1774701,0.206,-54.78272944,0.1786,5.26018e+18,0.0015,0.2148,-4.854,0.535,2.754,0.361,0,842.98,1.7413,18.3738,0.0022,,,,,,,,,,,,,,,,,IN,4,2
256,342,150.1560811,0.1908,-54.79231402,0.1608,5.26018e+18,0.5275,0.2092,-6.377,0.354,3.272,0.291,0,672.24,1.3117,18.6195,0.0021,366.74,7.6002,18.9405,0.0225,900.11,17.25,17.3762,0.0208,1.5643,,,,,,,,IN,4,2
260,162,150.1907168,0.1303,-54.79614726,0.1221,5.26018e+18,-0.0464,0.1526,-4.633,0.266,2.775,0.232,0,831.33,1.1827,18.3889,0.0015,349.86,5.9251,18.9917,0.0184,800.39,7.9799,17.5037,0.0108,1.488,,,,,,,,IN,4,2
262,159,150.1680151,0.1921,-54.80104616,0.1815,5.26018e+18,0.9412,0.2338,-3.91,0.373,-0.132,0.332,0,727.34,1.3798,18.534,0.0021,365.15,11.316,18.9452,0.0336,1102.8,21.847,17.1557,0.0215,1.7895,,,,,,,,IN,4,2
268,27,150.1658572,0.152,-54.80520704,0.1279,5.26018e+18,0.099,0.1624,-4.445,0.3,4.15,0.241,0,882.43,1.2219,18.3242,0.0015,338.86,8.3599,19.0264,0.0268,872.23,9.5812,17.4103,0.0119,1.616,,,,,,,,IN,4,2
270,140,150.1928759,0.1537,-54.80582239,0.1358,5.26018e+18,0.6585,0.1792,-4.216,0.297,3.574,0.25,0,734.36,1.1334,18.5236,0.0017,269.35,10.447,19.2756,0.0421,730.76,6.8973,17.6025,0.0102,1.6731,,,,,,,,IN,4,2
216,420,150.1635102,0.1994,-54.77133643,0.1937,5.26018e+18,-0.0189,0.2379,-5.299,0.423,3.258,0.38,0,934.79,1.8618,18.2616,0.0022,289.21,6.3918,19.1984,0.024,1182.7,8.9588,17.0797,0.0082,2.1186,,,,,,,,IN,4,3
220,389,150.1391798,0.1447,-54.77244477,0.1441,5.26018e+18,0.3099,0.1741,-7.273,0.301,4.124,0.272,0,696.85,1.1905,18.5805,0.0019,238.32,7.9661,19.4085,0.0363,730.46,7.9368,17.6029,0.0118,1.8056,,,,,,,,IN,4,3
241,336,150.1659535,0.1541,-54.78469804,0.1356,5.26018e+18,0.0736,0.179,-3.488,0.303,1.166,0.267,0,853.64,1.3947,18.3602,0.0018,408.43,10.519,18.8236,0.028,999.25,10.485,17.2627,0.0114,1.5609,,,,,,,,IN,4,3
257,184,150.1717986,0.9159,-54.79244962,0.8661,5.26018e+18,,,,,,,0,970.72,2.4605,18.2206,0.0028,647.76,28.827,18.3229,0.0483,2126.1,86.082,16.443,0.044,1.8799,,,,,,,,IN,4,3
263,143,150.1909309,0.1319,-54.80116172,0.1209,5.26018e+18,0.2166,0.1559,-2.778,0.262,1.205,0.215,0,995.43,1.3384,18.1933,0.0015,398.68,7.094,18.8498,0.0193,900.74,6.6377,17.3754,0.008,1.4744,,,,,,,,IN,4,3
265,169,150.1746019,0.2044,-54.80447558,0.197,5.26018e+18,-0.178,0.2531,-3.504,0.406,4.277,0.348,0,825.42,1.6351,18.3967,0.0022,350.39,7.8177,18.99,0.0242,824.98,8.1043,17.4708,0.0107,1.5192,,,,,,,,IN,4,3
271,141,150.1907354,0.1683,-54.80628754,0.134,5.26018e+18,0.2367,0.1865,-4.1,0.305,2.509,0.258,0,797.4,1.4216,18.4342,0.0019,327.53,9.321,19.0633,0.0309,718.25,7.9327,17.6212,0.012,1.442,,,,,,,,IN,4,3
276,52,150.1718025,0.1488,-54.81389782,0.1329,5.26018e+18,0.2475,0.1684,-4.067,0.29,2.702,0.243,0,777.41,1.2704,18.4617,0.0018,358.88,10.474,18.964,0.0317,790.51,13.331,17.5171,0.0183,1.4469,,,,,,,,IN,4,3
288,332,150.1654738,0.195,-54.77088925,0.1797,5.26018e+18,0.1673,0.2357,-4.245,0.393,2.715,0.346,0,512.72,1.2148,18.9137,0.0026,206.31,6.4179,19.5651,0.0338,501.68,8.8085,18.0109,0.0191,1.5542,,,,,,,,IN,5,4
289,327,150.1918994,0.1919,-54.77299522,0.1792,5.26018e+18,0.7289,0.2198,-5.782,0.4,2.673,0.351,0,585.64,1.3533,18.7693,0.0025,274.36,6.499,19.2556,0.0257,644.14,9.2147,17.7395,0.0155,1.5161,,,,,,,,IN,5,-1
291,383,150.1638151,0.4602,-54.77534552,0.4677,5.26018e+18,1.8117,0.5642,-4.845,1.033,1.85,0.934,0,593.73,2.769,18.7544,0.0051,304.22,8.0511,19.1434,0.0287,897.63,15.595,17.3792,0.0189,1.7643,,,,,,,,IN,5,-1
292,413,150.1660306,0.1929,-54.77574139,0.1936,5.26018e+18,-0.2579,0.2288,-4.372,0.39,3.008,0.382,0,538.98,1.3796,18.8594,0.0028,237.63,10.272,19.4116,0.0469,615.57,9.2711,17.7887,0.0164,1.6229,,,,,,,,IN,5,-1
293,277,150.2003845,0.174,-54.77660997,0.1657,5.26018e+18,0.2962,0.2029,-1.61,0.355,2.132,0.311,0,542.56,1.1191,18.8522,0.0022,210.31,6.5305,19.5442,0.0337,529.21,7.8755,17.9529,0.0162,1.5914,,,,,,,,IN,5,-1
294,399,150.1450385,0.2298,-54.77678281,0.2283,5.26018e+18,0.5097,0.2892,-4.923,0.488,2.472,0.505,0,487.13,1.0628,18.9692,0.0024,226.98,8.8759,19.4614,0.0425,487.96,8.8207,18.041,0.0196,1.4205,,,,,,,,IN,5,-1
295,356,150.1291687,0.2049,-54.7769804,0.206,5.26018e+18,-0.1927,0.2624,-4.047,0.418,3.824,0.365,0,479.62,1.155,18.9861,0.0026,194.0,9.1353,19.6319,0.0511,488.26,9.3247,18.0403,0.0207,1.5916,,,,,,,,IN,5,-1
296,259,150.1759623,0.198,-54.7776723,0.1856,5.26018e+18,0.5037,0.2329,-3.733,0.419,2.269,0.363,0,553.06,1.3764,18.8314,0.0027,304.68,15.587,19.1418,0.0555,681.82,27.243,17.6777,0.0434,1.464,,,,,,,,IN,5,4
299,280,150.1939016,0.1772,-54.77813242,0.1699,5.26018e+18,0.4846,0.2003,-4.936,0.351,2.799,0.312,0,578.93,1.1536,18.7818,0.0022,233.02,6.9388,19.4329,0.0323,571.7,8.7193,17.869,0.0166,1.5639,,,,,,,,IN,5,-1
300,372,150.1479679,0.2313,-54.77825713,0.2168,5.26018e+18,0.1063,0.2734,-2.212,0.469,1.42,0.446,0,502.92,1.2812,18.9346,0.0028,185.8,8.0871,19.6788,0.0473,555.63,8.2057,17.9,0.016,1.7788,,,,,,,,IN,5,-1
301,355,150.1325803,0.1638,-54.77889767,0.1731,5.26018e+18,0.2854,0.203,-10.795,0.342,3.561,0.326,0,641.68,1.3219,18.6701,0.0022,275.55,10.831,19.2509,0.0427,614.95,8.775,17.7898,0.0155,1.4611,,,,,,,,IN,5,4
302,328,150.1390655,0.22,-54.77899884,0.2195,5.26018e+18,-0.1335,0.2742,-3.446,0.48,3.172,0.441,0,522.41,1.2601,18.8933,0.0026,208.28,13.57,19.5548,0.0707,782.84,14.576,17.5277,0.0202,2.027,,,,,,,,IN,5,-1
304,411,150.1607754,0.3532,-54.78164409,0.3847,5.26018e+18,-0.6078,0.3594,-4.924,0.618,3.897,0.663,0,597.36,1.5678,18.7478,0.0028,,,,,,,,,,,,,,,,,IN,5,-1
305,264,150.1867762,0.1707,-54.78177,0.1651,5.26018e+18,-0.1397,0.2046,-4.72,0.359,1.319,0.314,0,580.94,1.1469,18.778,0.0021,318.26,12.838,19.0944,0.0438,672.54,17.072,17.6926,0.0276,1.4018,,,,,,,,IN,5,-1
306,398,150.1607313,0.1787,-54.78363222,0.1783,5.26018e+18,-0.4705,0.2149,-6.713,0.361,4.272,0.329,0,658.94,1.7607,18.6413,0.0029,292.42,9.7408,19.1864,0.0362,814.94,10.884,17.4841,0.0145,1.7023,,,,,,,,IN,5,-1
307,428,150.1460061,0.1954,-54.78371583,0.1931,5.26018e+18,0.7164,0.2347,-8.58,0.414,5.173,0.369,0,479.44,1.0475,18.9865,0.0024,200.71,7.0186,19.5949,0.038,466.66,9.0424,18.0894,0.021,1.5055,,,,,,,,IN,5,-1
